Chosen By Majestic Rioja Crianza 2020,"We sent our award-winning buying team all around the world on an exciting new mission: to curate a new collection showcasing the best examples of key regions and core grape varietals – at great prices. From a winery founded in 1985, this wine is made from grapes grown in the clay-rich soils of Rioja Alta and the limestone-clay soils of Rioja Alavesa. The average age of the vines here is over 30 years – and this results in a concentrated and complex wine that over delivers on flavour. Aged in American oak casks for 12-16 months, this is smooth, fruity, and a must-try bottle for any Rioja fan. Expect flavours of red fruits and oaky notes with hints of vanilla. It’s soft and supple, and an ideal, easy-drinking pairing for grilled meats or cheese boards.",£9.99 per bottle,75CL,Tempranillo,"Grenache, Mazuelo",Natural Cork,Spain,10.1,"Red Cherry, Sweet Spice, Vanilla",per bottle,Red,ABV 13.50%,Rioja And Navarra,Smooth & Mellow,2020,Rioja,9.99
"Vieux Château Landon 2012, Médoc","Founded in 1607, Vieux Château Landon has belonged to numerous generations of winegrowers over the centuries. Its Cru Bourgeois status is proof of its long-standing reputation for fantastic claret – a reputation that continues to be upheld today. The winemaking team, led by the talented James Servat, uses traditional Bordeaux grape varieties to craft their elegant wines. This 2012 vintage is predominantly Cabernet Sauvignon, blended with Merlot and a touch of Cabernet Franc for added softness and vibrant fruit flavours. It’s aged for 12 months in oak, making for a complex, age-worthy wine that delivers all you could want from a delicious Bordeaux red. You'll find it smooth and aromatic with complex notes of ripe red fruits, woody spice and leather. The high proportion of Cabernet Sauvignon in the blend gives the wine an excellent structure, making it an ideal pairing for red meats or hard cheeses.",£14.99 per bottle,75CL,Cabernet Sauvignon,"Cabernet Franc, Merlot",Natural Cork,France,9.8,"Game, Red Fruit, Savoury",per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2012,Médoc,14.99
"Tommasi 'Le Fornaci' Rosé 2021/22, Lugana DOC","Family-owned Tommasi has significant vineyard holdings in Valpolicella Classico but also in Lugana, on the shores of Lake Garda. This rosé, a blend of gently pressed Turbiana and Rondinella grapes, hails from the latter. Head winemaker and family member Giancarlo Tommasi carefully vinifies the wine at controlled temperatures in stainless steel, creating a pale pink bottling with rich aromas of grapefruit, peach blossom and mandarin zest. The flavour is equally vibrant, with a fresh, citrussy acidity and a persistent finish. Try it as an aperitif with canapes or (what else?) a pizza.",£15.99 per bottle,75CL,Turbiana,Rondinella,Natural Cork,Italy,9.4,"Floral, Peach, Raspberry, Strawberry",per bottle,Rosé,ABV 12.50%,Lombardy,Delicate & Dry,2022,Lugana,15.99
"Château de Pennautier Rosé 2021/22, Cabardès","Château de Pennautier sits just six kilometres away from the 13th-century fortress town of Carcassonne and it’s the oldest winemaking estate in the Languedoc. It’s still family-run and is now in the expert hands of the tenth-generation. Since they know their high-altitude terrain inside out, this delicious rosé is the first point of call in discovering full-flavoured wines from Cabardès. It's a rich and juicy Merlot blend. Notes of raspberry, strawberry and citrus are followed by a fresh hint of liquorice. Try it with goat's cheese tartlets.",£12.99 per bottle,75CL,Merlot,"Syrah, Cinsault, Grenache",Natural Cork,France,9.8,"Peach, Raspberry, Strawberry",per bottle,Rosé,ABV 13.00%,Languedoc-Roussillon,Delicate & Dry,2022,Cabardès,12.99
Les Hauts de Castelmaure Corbières Rosé 2022,"The Castelmaure winery was founded in a two thousand-year-old Roman hamlet of the same name. Since 1921, local, quality winegrowers have contributed to its success and today, the cellar is considered the heart of the village. Their Corbières Rouge has long been a Majestic favourite, so our buyers we’re thrilled to find this rosé was deserving of equal praise. If you usually make a beeline for our collection of Provence rosé, this elegant bottling is a great alternative choice – and it’s easier on the wallet too. Discover lively aromatic notes of ripe red fruits and plenty of freshness. Its perfect balance of richness and crisp acidity make it versatile for all manner of dishes, so try a glass with tapas or al fresco nibbles.",£13.99 per bottle,75CL,Grenache,"Cinsault, Syrah",Natural Cork,France,10.1,"Citrus Fruit, Red Fruit, Mineral",per bottle,Rosé,ABV 13.50%,Languedoc-Roussillon,Delicate & Dry,2022,Corbieres,13.99
"Bread & Butter 'Winemaker's Selection' Rosé 2021/22, California","Bread & Butter first soared to popularity with their lush Californian Chardonnay. So we’re thrilled to invite this vibrant rosé onto our shelves. It's a remarkably fresh blend of Grenache and Barbera, with bright notes of red fruits, melon and rooibos balanced by a zippy acidity. Try it with fresh seafood.",£15.99 per bottle,75CL,Grenache,Barbera,Screwcap,USA,9.4,"Watermelon, Red Cherry, Rose, Strawberry",per bottle,Rosé,ABV 12.50%,California,Ripe & Fruity,2022,Napa Valley,15.99
"Caves d'Esclans 'Whispering Angel' Rosé 2021/22 Half Bottle, Provence","Meet the world's trendiest Provence pink, made by Sacha Lachine, a master of the art of rosé. In 2006, he took over Château d'Esclans. His vision was to create some of the world's greatest wine. To do so, he introduced groundbreaking winemaking techniques. This revolutionised Provence rosé – with Whispering Angel as the figurehead. It has fresh notes of apple, pink grapefruit, peach and cream, and a long, smooth finish. At its very best with smoked salmon.",£12.99 per bottle,37.5CL,Grenache,"Carignan, Cinsault, Mourvèdre, Syrah, Tibouren, Vermentino",Natural Cork,France,4.9,"Herbaceous, Peach, Raspberry, Strawberry",per bottle,Rosé,ABV 13.00%,Provence,Delicate & Dry,2022,Côtes De Provence,12.99
"Château de Sainte Gemme 2017, Haut-Médoc","Château de Sainte Gemme is a 13-hectare estate in Haut-Médoc. It was bought by the Bouteiller family, who also own the very well-known Château Lanessan, in 1981. And it's gone from strength to strength since. Its neighbours command £50+ per bottle - and this only makes this stunning mature Bordeaux even better value. This blend of Cabernet Sauvignon and Merlot has ripe notes of cherry, blueberry, cedar and forest floor, supple tannins and a long finish. Try it with roast beef.",£14.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Natural Cork,France,9.8,"Coffee, Black Cherry, Blackberry",per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2017,Haut-Médoc,14.99
In 2022,"this wine won an IWC award for the 2019 vintage.\"",£16.99 per bottle,75CL,Chardonnay,Chenin Blanc,Natural Cork,France,9.4,"Peach, Citrus Fruit, Floral, Hazelnut, Honey",per bottle,White,ABV 12.50%,Loire,Crisp & Fruity,2021,Saumur,16.99
In 2022,"this wine won an IWC award for the 2019 vintage.\"",£9.99 per bottle,75CL,Grenache,"Tempranillo, Graciano, Mazuelo",Natural Cork,Spain,10.5,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,ABV 14.00%,Rioja And Navarra,Smooth & Mellow,2021,Rioja,9.99
"Domaine des Tourelles Cuvée Pierre Brun 2019/20, Lebanon","When it comes to Lebanese wines it's not only Château Musar that's worth collecting. Founded in 1868, Tourelles is Lebanon's oldest winery. It's now run by Faouzi Issa, who earned his stripes working in Côte Rôtie and at iconic Château Margaux.This experience is reaping rewards. A blend of Cabernet, Syrah, Cinsault and Carignan, this has fine aromatic morello cherry and spice aromas, a dark fruit core with layered earthy spice, and balanced tannins.",£14.99 per bottle,75CL,Cabernet Sauvignon,"Carignan, Cinsault, Syrah",Natural Cork,Lebanon,10.9,"Spice, Black Cherry, Black Fruit, Earth",per bottle,Red,ABV 14.50%,Lebanon,Savoury & Full Bodied,2020,Beqaa Valley,14.99
"Tenuta dell'Ornellaia ‘Le Volte’ 2020/21, Tuscany","Ornellaia is an estate in demand. Their first wine is one of the most sought-after in Italy. ‘Le Volte’ is your chance to taste their expertise at a lower price, and it favours the adventurous. Here, Sangiovese is combined with Merlot and Cabernet Sauvignon. It's an exciting twist on the Super Tuscan blend. Aged for over 10 months in oak, it has great structure, fresh notes of red fruits and a balancing acidity that are sublime with venison.",£29.99 per bottle,75CL,Cabernet Sauvignon,"Sangiovese, Merlot",Natural Cork,Italy,10.5,"Vanilla, Black Fruit, Red Fruit, Tobacco",per bottle,Red,ABV 14.00%,Tuscany,Savoury & Full Bodied,2021,Bolgheri,29.99
"Château de Pennautier 'Marquis de Pennautier' Chardonnay-Viognier 2021/22, Pays d'Oc","From the estate of the historic 17th century Château de Pennautier in Cabardès, this is a bright and fruity Chardonnay-Viognier blend. Expect notes of apple and citrus from the Chardonnay, and hints of apricot from the Viognier. Try with meatier fish and Mediterranean-inspired dished such as ratatouille.",£12.99 per bottle,75CL,Chardonnay,Viognier,Screwcap,France,10.1,"Spice, Citrus Fruit, Green Apple",per bottle,White,ABV 13.50%,Languedoc-Roussillon,Ripe & Rounded,2022,Pays D'Oc,12.99
Definition Côtes Du Rhône 2020/21,"When we decided to add a Côtes du Rhône to our Definition range there was one name we immediately thought of: Perrin. The Perrin family are behind legendary the Châteauneuf-du-Pape estate, Château de Beaucastel. Châteauneuf is a blend of thirteen grapes – so you know that brothers Jean-Pierre and Francois are absolute masters of blending. They were the ideal partners for our buyers to work with to select the very best grapes, and then blend them to perfection. The result? It’s a juicy, moreish Côtes du Rhône. Proof that we’ll only put our names to the best of the best – that’s the Definition promise. It’s full of flavour – redcurrant, peppery spice, plum – with a soft, silky texture. Not to mention, it’s a really versatile food wine so ideal for buffets.",£11.99 per bottle,75CL,Grenache,"Syrah, Cinsault, Mourvèdre",Natural Cork,France,10.9,"Dried Herbs, Black Pepper, Blackberry",per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy,2020,Côtes Du Rhône,11.99
Château Grand Faurie La Rose Saint-Émilion Grand Cru 2018/19,"Saint-Émilion is one of Bordeaux’s most renowned and prestigious appellations. A UNESCO World Heritage Site since 1999, the region is famed for its complex, Merlot-dominant blends. And Château Grand Faurie La Rose captures the classic style perfectly in this. It’s made from vines that have an average age of 30 years, so the flavours are particularly intense, and 12 months of oak ageing give it an elegant, silky texture. Rich yet fresh, it has complex notes of blackcurrant, cherry, and earthy spice. Its firm tannins and balancing acidity make it an excellent accompaniment to roasted red meats – try yours with herby leg of lamb.",£22.99 per bottle,75CL,Merlot,Cabernet Franc,Natural Cork,France,10.9,"Spice, Blackcurrant, Cloves, Rose",per bottle,Red,ABV 14.50%,Bordeaux,Savoury & Full Bodied,2018,Saint-Émilion,22.99
Alain Jaume 'Grande Garrigue' Organic Vacqueyras 2019/20,"Vacqueyras used to be a Côtes du Rhône Villages. But thanks to the quality of its wines, the area was granted Cru status in 1990. Winemaker Sebastien Jaume brings out the best of the region’s bold style in this organic bottling. His family have been making exceptional Rhône wines for almost 200 years. So all those generations of experience mean only the finest fruit make the cut. It’s a blend of Grenache, Syrah and Cinsault grown on the esteemed Les Garrigues plateau – a prime spot for growing flavourful grapes that ripen to perfection. You’ll find it rich and velvety with notes of black fruits, garrigue herbs and pepper. Its supple tannins and savoury character make it an excellent match for grilled red meats – especially lamb with fragrant rosemary.",£19.99 per bottle,75CL,Grenache,"Syrah, Mourvèdre",Natural Cork,France,11.3,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,ABV 15.00%,Rhône,Bold & Spicy,2020,Vacqueryas,19.99
Bodegas Bardos Ribera del Duero Crianza 2019/20,"The high-altitude region of Ribera del Duero is known for its robust and deeply fruity red wines. A short and hot growing season helps produce Tempranillo grapes with intense and complex flavours. Bodegas Bardos works in one of the region's most challenging areas to capture the signature style at its very best. After 14 months in oak, it’s beautifully aromatic and has notes of ripe cherry and blackberry, velvety tannins and a complex, spicy finish. The intensity of fruit and fresh acidity make it an excellent pairing for grilled lamb chops.",£14.99 per bottle,75CL,Tempranillo,Cabernet Sauvignon,Natural Cork,Spain,10.9,"Cedar, Black Cherry, Blackcurrant",per bottle,Red,ABV 14.50%,Castilla Y León,Savoury & Full Bodied,2020,Ribera Del Duero,14.99
"Domaines Ott Château Romassan organic Rosé 2021/22, Bandol","In 1896, Marcel Ott, a young Alsatian graduate, toured France in search of the country's most inspiring vineyards. He quickly settled in Provence, and the estates he discovered are now widely recognised as some of the greatest in the region. Today, his ancestors, Christian and Jean-François Ott, work with the iconic Champagne house, Louis Roeder, to craft this exceptional organic rosé. It's a blend of Grenache, Syrah and Cinsault that has elegant flavours of pink grapefruit, lemon and white flowers. It has a delicious minerality that's ideal with the saltiness of shellfish.",£44.99 per bottle,75CL,Mourvèdre,"Cinsault, Grenache",Natural Cork,France,10.1,"Citrus Fruit, Peach, Red Fruit",per bottle,Rosé,ABV 13.50%,Provence,Delicate & Dry,2022,Bandol,44.99
"Château Batailley 2016/17, Pauillac","Château Batailley is one of the oldest estates in the Médoc, and its first vines were planted in the 16th century. The château’s wines gained a great reputation and it was recognised in the prestigious 1855 Bordeaux Classification as a Fifth Growth. Over the past few decades, there has been an even greater emphasis on quality of fruit. It’s a classic Pauillac with intense flavour, great structure and ripe tannins. You’ll find it fresh and earthy, with forest-floor, tobacco, cassis and chocolate notes. Enjoy it with roast lamb.",£69.99 per bottle,75CL,Cabernet Sauvignon,"Merlot, Cabernet Franc",Natural Cork,France,10.1,"Vanilla, Black Cherry, Black Plum, Blackberry, Blackcurrant, Charred Wood, Cigar Box, Cloves, Earth, Leather",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2016,Pauillac,69.99
Beronia Rioja Reserva 2018/19,"In 1973 a group of friends in a Haro dining club wanted to make Rioja that was designed to go with the food they loved. They more than succeeded. 50 years later, Beronia’s wines are still renowned for their food-friendliness. This Reserva spends 20 months ageing in oak, creating a deliciously velvety red. It's rich, ripe and full of red-fruit flavour. The oak-ageing shows itself in elegant toasty notes of coconut and vanilla, rounded off with spice and smooth tannins. An ideal bottle for your Sunday roast.",£17.99 per bottle,75CL,Tempranillo,"Mazuelo, Graciano",Natural Cork,Spain,10.5,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,ABV 14.00%,Rioja And Navarra,Savoury & Full Bodied,2019,Rioja,17.99
"Vinos del Viento Garnacha Blanca 2021, Aragón","Winemaker Michael Cooper hails from California but has lived in Spain for more than two decades and made wine in Aragón since 2009. He’s all about producing one-of-a-kind, terroir-driven wines in small quantities from premium vineyards sites. Your bottle of Garnacha Blanca is one of a batch of just 6,000 – so make sure you savour every last drop. Hand-harvested from a single high-altitude plot, the Garnacha Blanca grapes that go into making this wine come from dry-farmed old vines. When combined with a dash of Chardonnay aged on lees, the result is a refreshing bottling rich in citrus, rocket and melon aromas.",£17.99 per bottle,75CL,Grenache Blanc,Chardonnay,Natural Cork,Spain,9.4,"Apricot, Blossom, Citrus Fruit, Herbaceous",per bottle,White,ABV 12.50%,Aragon,Ripe & Rounded,2021,Somontano,17.99
Villa Borghetti Valpolicella Ripasso 2020/21,"Love Amarone but don’t want to break the bank? Valpolicella Ripasso is for you – it’s even nicknamed ‘baby Amarone’. It’s made in a clever way which melds the fresh fruitiness of standard Valpolicella with the rich, bitter-chocolatey character of Amarone. How do they do it? The clue is in the name: Ripasso. It literally means to ‘re-pass’ – the method of re-fermenting normal Valpolicella wine with the leftover skins from Amarone production. It transforms the standard light-bodied Valpolicella into a soft, supple, full-bodied wine which is seriously moreish. Morello cherries. Blueberries. Liquorice. It’s lush and ripe with a touch of dried fruitiness from the Amarone skins. Perfect with roast lamb",£15.99 per bottle,75CL,Corvina,"Rondinella, Corvinone",Natural Cork,Italy,10.1,"Vanilla, Fig, Red Cherry, Red Plum, Sweet Spice",per bottle,Red,ABV 13.50%,Veneto,Rich & Juicy,2021,Valpolicella,15.99
La Rioja Alta 'Viña Ardanza' Rioja Reserva 2015/16,"La Rioja Alta is the gold standard for traditional Rioja bodegas. This stellar vintage of their Viña Ardanza is a return to their classic Garnacha/Tempranillo blend. It's made from 30-year-old vines and aged for three years in oak. This brings you an indulgently rich Reserva with plenty of ripe fruit flavour and silk-smooth tannins. It has notes of red fruits, vanilla, liquorice and cinnamon. Perfect with roast chicken and lamb.",£29.99 per bottle,75CL,Tempranillo,Grenache,Natural Cork,Spain,10.9,"Black Fruit, Red Fruit, Vanilla",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2016,Rioja,29.99
Tommasi 'Il Sestante' Amarone della Valpolicella DOCG 2017/18,"Tommasi have prime sites in some of Valpolicella's best hillside vineyards. It's on these that they produce dazzling and award-winning Amarone. Their signature style is elegance over power. They've come up trumps again with the Il Sestante. Expect a full-bodied palate, smooth tannins and intense aromas of ripe cherries and plums. Decant for at least an hour and serve at room temperature with hard cheeses.",£42.99 per bottle,75CL,Corvina,"Rondinella, Molinara",Natural Cork,Italy,11.3,"Vanilla, Black Fruit, Spice",per bottle,Red,ABV 15.00%,Veneto,Rich & Juicy,2018,Valpolicella,42.99
"Château Rauzan-Ségla 'Ségla' 2014/16, Margaux","Ségla is the second wine of the famous Margaux Second Growth Château Rauzan-Ségla. It's your chance to taste their famous experise for less. Its tannins are ripe and smooth and its deliciously approachable in its youth. It shows fragrant notes of ripe fruits, violets and cedar with beautiful length. Drink it now with roast lamb and rosemary potatoes. Or, if you can wait, this wine will also further improve over the next 7-8 years.",£49.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Natural Cork,France,10.1,"Violet, Black Plum, Blackberry, Cedar",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2014,Margaux,49.99
Masi 'Costasera' Amarone della Valpolicella Classico DOCG 2017/18,"This is produced by Masi – a byword for quality in Italian winemaking. Amarone is one of the most regulated DOCGs in Italy. Producers aren’t even allowed to pick their grapes until they’re given official word – so it takes special determination to go above and beyond in pursuit of quality. Masi make it look effortless. Their grapes are dried on special bamboo racks, then fermented for an extraordinary eighty days – about double the standard time – and matured in Slovenian oak. Masi call this their gentle giant – it's beautifully elegant and bold. Discover rich, dark-fruit flavours, with hints of coffee, cocoa and spice. Perfect for strong cheese like Gorgonzola.",£44.99 per bottle,75CL,Rondinella,"Molinara, Corvina",Natural Cork,Italy,11.3,"Vanilla, Chocolate, Fig, Red Cherry, Red Plum, Sweet Spice",per bottle,Red,ABV 15.00%,Veneto,Rich & Juicy,2018,Valpolicella,44.99
"Duckhorn 'Decoy' Merlot 2019/21, Sonoma County","Duckhorn is a Napa Valley icon. Its winemaking team are taking on a new terrain in Sonoma. The best part? The delicious wine made there is a fraction of the usual asking price. This is a lush, inviting Merlot, with notes of black cherry, blueberry, plum and dark chocolate. Pair with tomato-based pasta.",£32.99 per bottle,75CL,Merlot,"Petit Verdot, Cabernet Franc, Cabernet Sauvignon",Natural Cork,USA,10.9,"Spice, Black Cherry, Black Fruit, Black Plum, Blackberry, Blueberry, Raspberry",per bottle,Red,ABV 14.50%,California,Smooth & Mellow,2021,Sonoma,32.99
In 2022,"this wine won an IWC award for the 2020 vintage.\"",£12.99 per bottle,75CL,Grenache,Syrah,Screwcap,France,10.9,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy,2022,Côtes Du Rhône,12.99
"Château Caronne Ste-Gemme 2016/18, Haut-Médoc","When the neighbours’ wines go for £50+ a bottle you know you’re onto a good thing. Caronne St-Gemme is only 500 yards from St Julien, next door to Château Gruaud-Larose and Château Lascombes – and itself produces classed-growth quality fruit. That makes it not just one of the most reliable Cru Bourgeois – it’s also one of the best value. It’s classic Haut-Medoc, predominantly Cabernet Sauvignon which means it has a firm structure and lots of tannin – so it’s great with protein, and can age fantastically. It’s packed with really rich, dark fruit flavours. Plum. Blackberry. Classic Cabernet cassis. Delicious with roast red meat.",£18.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Natural Cork,France,10.1,"Tobacco, Black Fruit, Blackcurrant, Cedar, Earth, Smoke",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2018,Haut-Médoc,18.99
Viña Alarde Rioja Reserva 2016/18,"Viña Alarde is an award-winning bodega, producing reliably delicious Rioja. They’re owned by Marqués de la Concordia – one of a collection of premium wineries. And they bring all their expertise to this classic Reserva. This great value wine is made in a fresh style – it’s fruity and rich, as well as spicy from its Rioja-standard ageing in oak barrels. It’s fruity, rich and brambly with a touch of vanilla spice. Its velvety tannins make it a delicious partner for roast lamb.",£11.99 per bottle,75CL,Tempranillo,Grenache,Natural Cork,Spain,10.1,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,ABV 13.50%,Rioja And Navarra,Savoury & Full Bodied,2018,Rioja,11.99
Beronia Rioja Crianza 2019/20,"Beronia was founded in 1973 by a group of friends who visited La Rioja on holiday. They had a love of its food and wine and even had their own gastronomic society. They were driven by this shared passion and decided to create their own wine to pair with local cuisines – and Bodegas Beronia was born. It's bright and vibrant with red fruits, blackberry and vanilla notes. It's aged for 12 months in oak. This is a short period of time by Rioja standards. As a result, it's all about maximum fruit flavour. Try it with Iberian cold cuts.",£13.99 per bottle,75CL,Tempranillo,"Garnacha, Mazuelo",Natural Cork,Spain,10.5,"Black Fruit, Red Fruit, Vanilla",per bottle,Red,ABV 14.00%,Rioja And Navarra,Smooth & Mellow,2020,Rioja,13.99
"Managers' Choice: VIK 'A' Cabernet Sauvignon 2020/21, Cachapoal Valley","In 2004, Alex and Carrie Vik had the ambition to create some of the world's best wines. After a two-year study of 4,300 hectares of Andean wilderness, they're behind some of Chile's finest Cabernet. This one was picked as the best of a delicious pool of contenders by our store managers. It's complex and elegant, with an inviting smooth texture and notes of ripe red fruit and coffee. Enjoy with slow-cooked beef.",£19.99 per bottle,75CL,Cabernet Sauvignon,Carménère,Natural Cork,Chile,10.5,"Green Bell Pepper, Black Cherry, Black Plum, Blackcurrant, Cedar",per bottle,Red,ABV 14.00%,Central Valley,Bold & Spicy,2021,Cachapoal Valley,19.99
In 2022,"this wine won an IWC award for the 2019 vintage.\"",£17.99 per bottle,75CL,Merlot,Cabernet Franc,Natural Cork,France,11.3,"Sweet Spice, Blackcurrant, Liquorice",per bottle,Red,ABV 15.00%,Bordeaux,Savoury & Full Bodied,2020,Saint-Émilion,17.99
Domini Veneti Soave Classico DOC 2021/22,"Domini Veneti have been a firm favourite of Majestic customers for many years. They’re best known for their ‘La Casetta’ Valpolicella Ripasso, but this white blend of Garganega, Trebbiano and Chardonnay grapes is a head-turner in its own right. Produced from grapes grown on volcanic soils in the heart of the Soave Classico region, Domini Veneti pour over 30 years of experience into every bottle. You’ll find notes of blossom, citrus and pineapple, plus a creamy texture that pairs well with seafood dishes. Try it with salmon ceviche.",£11.99 per bottle,75CL,Garganega,"Chardonnay, Trebbiano",Synthetic Cork,Italy,9.4,"Blossom, Citrus Fruit, Pineapple, Tropical Fruit",per bottle,White,ABV 12.50%,Veneto,Fresh & Elegant,2022,Soave,11.99
"Vasse Felix 'Filius' Cabernet-Merlot 2020/21, Margaret River","The Margaret River region, in Western Australia, makes some of the country’s finest Cabernet Sauvignon – and the founder of Vasse Felix is partly to thank. Inspired by European wines in the 1960s, Dr Thomas Brendan Cullity was the first to plant vines by the Wilyabrup Brook. Decades after his inaugural vintage, many other wineries have cropped up nearby, but Vasse Felix remains among the finest. This juicy Bordeaux-style blend has opulent strawberry and raspberry flavours and soft tannins. Pair with a steak sandwich or rich pork stew.",£14.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Screwcap,Australia,10.9,"Vanilla, Black Plum, Blackberry, Blackcurrant, Leather, Spice, Sweet Spice",per bottle,Red,ABV 14.50%,Western Australia,Savoury & Full Bodied,2021,Margaret River,14.99
In 2022,"this wine won an IWC award for the 2020 vintage.\"",£13.99 per bottle,75CL,Grenache,Syrah,Natural Cork,France,10.5,"White Pepper, Black Plum, Blackberry, Earth, Raspberry, Spice",per bottle,Red,ABV 14.00%,Rhône,Bold & Spicy,2020,Côtes Du Rhône,13.99
Domaine de Villemajou Organic Corbières Boutenac Rouge 2020/21,"Located on a sun-soaked ridge in the South of France, Corbières-Boutenac is a relatively new sub-region of the Languedoc, dedicated to producing red wines of exceptional quality. Domaine de Villemajou sits at the heart of the appellation, and is considered one of its top estates. It’s where winemaker-owner Gérard Bertrand first discovered his passion for wine – his father owned the domaine in the ‘70s, and Gérard had been helping out with harvests since the age of ten. His drive for excellence shines through in this complex, structured red. It’s full of rich, jammy black-fruit flavours with notes of sweet spice, coffee and leather that make it a perfect match for grilled red meats. Try decanting it a few hours beforehand to let the flavours truly sing.",£19.99 per bottle,75CL,Carignan,"Syrah, Grenache",Natural Cork,France,11.3,"Spice, Black Plum, Blackberry, Dried Herbs",per bottle,Red,ABV 15.00%,Languedoc-Roussillon,Bold & Spicy,2021,Corbieres,19.99
In 2022,"this wine won an IWC award for the 2017 vintage.\"",£16.99 per bottle,75CL,Syrah,"Petit Syrah, Grenache",Natural Cork,Chile,10.9,"Violet, Black Cherry, Black Fruit, Blackberry, Blackcurrant, Chocolate, Coffee, Raspberry",per bottle,Red,ABV 14.50%,Central Valley,Bold & Spicy,2017,Colchagua Valley,16.99
"Grant Burge 'Fifth Generation' Shiraz 2018, Barossa","Fifth-generation winemaker, Grant Burge,  is the name behind one of Australia's most respected and innovative producers. His family's roots in the Barossa Valley stretch back to 1855, when they immigrated from Wiltshire, England. Their classic South Australian wines are now recognised worldwide for their consistent quality as a result of being crafted from the finest Barossa fruit and passionate hands-on winemaking. This Shiraz – named in honour of the Burge family's winemaking heritage – is an excellent balance of classic Barossa power and elegant freshness. It's full of ripe plum, blueberry and strawberry with notes of black pepper, clove and chocolate. A wine this flavoursome will pair perfectly with punchy barbecued meats.",£16.99 per bottle,75CL,Shiraz,"Grenache, Tempranillo",Screwcap,Australia,10.9,"Black Plum, Blackberry, Blueberry, Chocolate, Cloves",per bottle,Red,ABV 14.50%,Australia,Bold & Spicy,2018,Barossa Valley,16.99
"Château Grimont 'Cuvée Prestige' 2017/18, Cadillac Côtes de Bordeaux","Made from selected parcels of grapes grown on clay/gravel soils this is a classic claret with flavours of blackcurrant, plum and cedar. Aged to perfection this is a treat you will not want to miss Made from selected parcels of grapes grown on clay/gravel soils this is a classic claret with flavours of blackcurrant, plum and cedar. Aged to perfection, this is a treat you will not want to miss. Try it with a warming beef ragu or herb encrusted slow roast lamb.",£13.99 per bottle,75CL,Merlot,Cabernet Franc,Natural Cork,France,10.9,"Cedar, Black Plum, Blackcurrant",per bottle,Red,ABV 14.50%,Bordeaux,Savoury & Full Bodied,2018,Cotes De Bordeaux,13.99
Famille Perrin Ventoux 2021/22,"The Perrin family make Château de Beaucastel Châteauneuf du Pape – one of the most famous reds from the Rhône Valley. This silky Ventoux red is equally impressive, and it won’t leave as big a dent in your wallet. Just inside the Provence region sits the mighty Mont Ventoux. Cycling fans will know it as the most gruelling climb of the Tour de France. Though the vines that grow on the mountain’s slopes aren’t half as demanding. Grapes retain their natural acidity thanks to the high altitude, so resulting wines are wonderfully aromatic and full of freshness. This is supple, fresh and juicy. Flavours of blackberry, blackcurrant and a touch of cinnamon will complement slow-cooked pulled pork.",£9.99 per bottle,75CL,Grenache,"Carignan, Cinsault, Syrah",Natural Cork,France,10.5,"Cinnamon, Red Fruit, Spice, Strawberry",per bottle,Red,ABV 14.00%,Rhône,Bold & Spicy,2022,Ventoux,9.99
Pavillon La Tourelle Bordeaux Supérieur 2019,"If you’re a fan of classic French reds that combine great quality with incredible value, look to wines labelled ‘Bordeaux Supérieur’. A step up from your average bottle, these delicious blends are made from vines with lower yields of grapes. Lower yields mean more concentrated flavours – and once you add a minimum of 12 months of oak ageing, you’re in for a flavourful, complex wine that’s a steal for the quality. We’re proud to have the UK exclusive on this example. Its distinctive label is inspired by the fortified turrets – or ‘tourelles’ – that were built to defend Bordeaux from sea-faring invaders. Expect fresh notes of black fruits, spice, menthol and a hint of liquorice. It’s a versatile wine that’ll pair well with charcuterie and other cold meats.",£9.99 per bottle,75CL,Merlot,"Cabernet Franc, Cabernet Sauvignon",Natural Cork,France,10.1,"Black Cherry, Black Fruit, Liquorice, Spice",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2019,Bordeaux Supérieur,9.99
